name,booth,type,description,url,address,categories,email,phone,linkedin,twitter
Brinqa,N-6577,Exhibitor,"Security teams are drowning in data, alerts, and tools. Brinqa helps teams cut through the chaos in a smart way, with exposure management that delivers clarity, prioritization, and confidence, turning complex signals into decisions they can trust.",www.brinqa.com,3700 N Capital of TX Hwy Suite 350 Austin TX 78746 USA,Monitoring and Observability; Threat Detection and Intelligence,info@brinqa.com,,https://www.linkedin.com/company/brinqa/,
Broadcom,"N-5345, MRN-428",Gold,"Symantec and Carbon Black's combined portfolios deliver defenses, designed to respond to today’s enterprise-grade threats while delivering stronger and more adaptive security tomorrow.",www.security.com,3421 Hillview Ave Palo Alto CA 94304 USA,Endpoint Security; Network Security,,,https://www.linkedin.com/company/symantec,
BSI Group,N-6576,Exhibitor,"For more than 120 years, BSI has shaped the global best practices and provided training, assessment, and certification. In the digital trust sector, our key focus areas include cybersecurity, data integrity, AI, and digital supply chain management.",www.bsigroup.com/en-us,12950 Worldgate Dr. Suite 800 Herndon VA 20170 USA,,,,https://www.linkedin.com/company/bsi,https://x.com/BSI_America?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
Build Your Own Agent with Databricks,S-3417,Sponsored Experience,"Build your own Databricks Agent at our Minifig Bar, or talk Data + Security at our community lego table. Let's see what we can build together!",www.databricks.com,160 Spear Street Floor 15 San Francisco CA 94105 USA,Data Security; Threat Detection and Intelligence,,707-326-5989,,
Bureau Veritas,N-5168,Exhibitor,"Bureau Veritas Cybersecurity helps organizations reduce risk and strengthen defenses while meeting industry standards. Our services span people, processes, and technology, from training and social engineering to security consulting and pentesting.",https://cybersecurity.bureauveritas.com/,1001 4th Ave Suite 4200 Seattle WA WA98154 USA,"OT, Physical and IoT Security; Security Testing and Red Teaming",,,https://www.linkedin.com/company/bureauveritascybersecurityna/,
Capital One Software,"MRN-704, N-6283",Bronze,"Capital One Software, the enterprise B2B software business of Capital One, enables organizations to scale their data management capabilities and better harness the power of AI.",capitalone.com/software/,1680 Capital One Dr McLean VA 22102 USA,Data Security; Data Encryption / Tokenization; Data Masking / Obfuscation; DLP; Encryption; Security for AI,,,https://www.linkedin.com/showcase/capitalonesoftware/ ,
Capital One Software Coffee Barcade,N-4700,Sponsored Experience,"Visit booth N-4700 to experience our: <br>
•	Capital One Databolt Demos: See how Databolt protects your sensitive data for AI workloads. <br>
•	Espresso Bar: Enjoy drinks throughout the show. <br>
•	AI Trading Cards: Visit our AI photobooth to create your own collectible trading card. <br>
•	Claw Machine: Try your chance to secure one of our custom plushies. <br>",capitalone.com/software/,1680 Capital One Dr McLean VA 22102 USA,Data Security; Data Encryption / Tokenization; Data Masking / Obfuscation; DLP; Encryption; Security for AI,,,,
Casco,S-2260,Exhibitor,"Autonomous Security Testing for your web apps, APIs, infrastructure, and AI systems. Human supervision optionally available.",https://casco.com,1111B S Governors Ave STE 40796 Dover DE 19904 USA,Application Security; API Security; Dynamic Application Security Testing (DAST); Security Testing and Red Teaming,,425-326-8590,https://www.linkedin.com/company/getcasco,https://x.com/getcasco
Cefiros,S-0642,International Pavilion - Spain,Cybersecurity and Cyberintelligence distributor with presence in Iberia and Latin America. We are a real VAD that represents several vendors and became an extension of their sales and technical teams.,https://www.cefiros.net,Avenida DE LEVANTE 218 28521 Rivas-Vaciamadrid Spain,Cloud Security; Cloud Security Posture Management (CSPM); Cloud Infrastructure Entitlement Management (CIEM); CASB; Governance and Compliance; Cloud Workload Protection Platform (CWPP); Cloud Access Security Broker (CASB); Cloud Infrastructure; Virtualization / Containerization / Segmentation; Cloud Data Security; Container and Kubernetes Security; SaaS Security Posture Management (SSPM); Serverless Security; Attack Surface Management,,,,
Cegeka,S-1161,International Pavilion - Flanders Investment & Trade,"At Cegeka, we believe in shaping digital together. We don’t just deliver technology, we work shoulder to shoulder with our clients to ensure technology drives impact when and where it matters most.",https://www.cegeka.com/,Universiteitslaan 9 3500 Hasselt Belgium,Identity and Access Management (IAM); Security Operations,,,https://www.linkedin.com/company/cegeka/,https://x.com/cegeka
Center for Internet Security,N-4624,Exhibitor,"The Center for Internet Security® (CIS®) makes the connected world a safer place through our globally recognized security best practices like the CIS Benchmarks® and CIS Controls®. Our CIS Hardened Images® provide secure, scalable cloud environments.",https://www.cisecurity.org,31 Tech Valley Drive Suite 2 East Greenbush NY 12061 USA,"Cloud Security; Cloud Security Posture Management (CSPM); CASB; Container and Kubernetes Security; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/the-center-for-internet-security/,https://x.com/CISecurity/
Chainguard,S-0227,Exhibitor,"Chainguard is the trusted source for open source. By delivering hardened, secure, and production-ready builds of all the open source software engineers rely on, Chainguard helps organizations build faster, stay compliant, and eliminate risk.",www.chainguard.dev,810 7th St. S Kirkland WA 98033 USA,Supply Chain Security,,,https://www.linkedin.com/company/chainguard-dev,
Chainloop,ESE-55,Early Stage Expo,"The trust infrastructure to adopt AI with confidence.
Define good. Enforce it everywhere. Ship without breaking trust.
One platform that connects your pipelines, enforces policies, and creates a tamper-proof audit trail - automatically.",https://chainloop.dev/,1111B South Governors Avenue STE 7511 Dover DE 19904 USA,Risk Management and Compliance; GRC,,3022190341,https://www.linkedin.com/company/chainloop-dev/,
CHANGING Information Technology Inc.,S-1561,International Pavilion - Taiwan,"CHANGING (TPEX:8272), established in 1998 as a professional information security company under Wistron Corporation, focuses on ""information security"" and ""authentication of People, Things, and IoT"" as its core.",https://www.changingtec.com/EN/,2F. No. 48 Park Ave. 2 Hsinchu Science Park Baoshan Township Hsinchu County 300 Taiwan,Identity and Access Management (IAM); Multi-Factor Authentication (MFA); IDaas; Network Security,,,https://www.linkedin.com/in/leon-chen-10318871/,
Check Point Software,"MRN-618, N-5879",Platinum,"Check Point Software is a leading protector of digital trust, utilizing AI-powered cyber security solutions to safeguard over 100,000 organizations globally. Through its Infinity Platform and an open garden ecosystem, Check Point’s prevention-first approach delivers industry-leading security efficacy while reducing risk.",https://www.checkpoint.com/,100 Oracle Parkway Suite 800 Redwood City CA 94065 USA,Application Security; Cloud Security; Data Security; Endpoint Security; Security for AI; Threat Detection and Intelligence,,,https://www.linkedin.com/company/check-point-software-technologies,https://www.twitter.com/checkpointsw
Checkmarx,S-0942,Exhibitor,"Checkmarx is the leader in agentic AI, cloud-native application security that empowers the world’s largest development organizations with real-time scanning and closed-loop remediation to boost developer productivity on security tasks by up to 50%.",www.checkmarx.com,140 E Ridgewood Ave South Tower Ste 415 Paramus NJ 07652 USA,Application Security; API Security; AI Remediation; Application Security Posture Management (ASPM); Container Security; Developer Security Training; Dynamic Application Security Testing (DAST); Secrets Management; Software Composition Analysis (SCA); Static Application Security Testing (SAST); Supply Chain Security,,,https://www.linkedin.com/company/checkmarx/,https://x.com/checkmarx
CHT Security,S-1561,International Pavilion - Taiwan,"CHT Security (TWSE: 7765) is a specialized cybersecurity subsidiary of Chunghwa Telecom, the largest telco, ISP, and one of the most trustworthy ICT companies. Being the leading MSSP in APAC,  delivers comprehensive cyber security services.",https://www.chtsecurity.com/?lang=en,8F. No. 26 Sec. 1 Hangzhou S. Rd. Zhongzheng Dist. Taipei City 100019 Taiwan,Monitoring and Observability; Security Testing and Red Teaming,,,https://www.linkedin.com/feed/update/urn:li:activity:7422096105158492160/?actorCompanyId=18926610,
Cisco,"N-6044, MRN-601",Diamond Plus,"Cisco is revolutionizing how infrastructure and data connect and protect organizations in the AI era. We help organizations transform data centers to power AI, create future-proofed workplaces, and ensure digital resilience. Only Cisco combines the power of the network with security, observability, and collaboration to help organizations thrive.​",https://www.cisco.com,170 W. Tasman Drive San Jose CA 95134 USA,"Application Security; Cloud Security; Data Security; Identity and Access Management (IAM); Cloud Security Posture Management (CSPM); Data Loss Prevention (DLP); Data Encryption / Tokenization; Data Classification; Identity Governance and Administration (IGA); Single Sign-On (SSO); Multi-Factor Authentication (MFA); Privileged Access Management (PAM); Password Managers; Threat Intelligence Platforms; User and Entity Behavior Analytics (UEBA); Threat Intelligence Feeds; Security Information and Event Management (SIEM); Security Orchestration, Automation, and Response (SOAR); Incident Response Platforms; Authentication; CASB; Consumer Identity; Data Centric Security; Data Privacy; DLP; Endpoint Detection & Response; Endpoint Protection; IDaas; Identity Governance and Administration; Privileged Management; Security Analytics; Security Incident Response; SIEM / SOAR; Threat Hunting; Threat Intelligence Platform; Threat Intelligence Services & Feed; Endpoint Security; Endpoint Detection and Response (EDR); Extended Detection and Response (XDR); Application Security Posture Management (ASPM); Container Security; Anomaly Detection; Threat Hunting Tools; Adversary Mapping; Indicators of Compromise (IOC) Management; Digital Forensics and Incident Response (DFIR); Biometric Authentication; Directory Services; Identity Federation; Just-in-Time Access (JIT); Device Control / USB Protection; Endpoint Protection Platform (EPP); Host-Based Firewall; Managed Detection and Response (MDR); Mobile Threat Defense (MTD); Mobile Device & Application Management (MDM/MAM); Database Activity Monitoring (DAM); Container and Kubernetes Security; Monitoring and Observability; Security for AI; Security Operations; Threat Detection and Intelligence; Network Security",,,https://www.linkedin.com/showcase/cisco-secure/posts/?feedView=all,https://x.com/CiscoSecure
CLEAR,S-3411,Sponsored Experience,"The CLEAR Cafe is a lounge activation for conference attendees to rest, recharge, and grab a coffee!",identity.clearme.com,85 10th Ave 9th Floor New York NY 10011 USA,Identity and Access Management (IAM); Biometric Authentication,,,https://www.linkedin.com/company/clear-by-alclear-llc/,
Clearly AI,ESE-54,Early Stage Expo,"Clearly AI helps teams ship secure software fast by replacing manual work with AI-powered reviews. It pulls context from where teams already work and acts as your dedicated AI security engineer, automating threat modeling, design reviews, and smart risk triage.",clearly-ai.com,4025 31st Ave W Seattle WA 98199 USA,Application Security,,914-960-5887,https://www.linkedin.com/company/103022679/admin/dashboard/,https://x.com/ItsClearlyAI
Cline,ESE-19,Early Stage Expo,"Cline is a secure, open coding agent for enterprises building agentic systems. With 4.5M+ downloads, it runs fully in your infrastructure via on-prem or VPC, offering enterprise controls, model- and IDE-agnostic flexibility, and full privacy and compliance.",https://cline.bot/contact-sales?utm_source=rsac,1007 N Orange St 4th Floor Ste #3771 Wilmington DE 19801 USA,Security for AI,,408-368-6865,https://www.linkedin.com/company/clinebot,https://x.com/cline
Cloud Security Alliance,S-3300,Exhibitor,"The Cloud Security Alliance (CSA) is the world’s leading not-for-profit organization committed to awareness, implementation, and credentialing of forward-looking cybersecurity topics, including AI, cloud, and Zero Trust.",https://www.cloudsecurityalliance.org,709 Dupont Street Bellingham WA 98225 USA,,,,https://www.linkedin.com/company/cloud-security-alliance/,https://twitter.com/cloudsa
Cloudflare,"N-5778, MRN-619",Platinum,"Cloudflare (NYSE:NET) is a leading connectivity cloud company. It secures and accelerates employees, apps, and networks worldwide. Using a massive global network, Cloudflare cuts costs and complexity while blocking billions of daily online threats",www.cloudflare.com,101 Townsend St. San Francisco CA 94107 USA,Cloud Security; Cloud Security Posture Management (CSPM); Cloud Infrastructure Entitlement Management (CIEM); CASB; Governance and Compliance; Security for AI,,,https://www.linkedin.com/company/cloudflare,https://x.com/Cloudflare
CloudSEK Research Pte. Ltd.,S-3241,Exhibitor,"CloudSEK is a cyber intelligence company offering predictive threat analytics, digital risk protection, attack surface and supply chain monitoring, helping global organizations quantify and prioritize cyber threats for robust security.",https://www.cloudsek.com/,"160, #20-3 Robison Road Singapore Business Federation Center Singapore 68914 Singapore",Attack Surface Management; Supply Chain Security,,,https://www.linkedin.com/company/cloudsek/?viewAsMember=true,https://x.com/cloudsek
Cobalt,N-4519,Exhibitor,"Cobalt, the pioneer in pentesting as a service and a leader in human-led, AI-powered offensive security, is focused on combining talent and technology with speed, scalability, and expertise.",https://cobalt.io,575 Market Street Fl 4 San Francisco CA 94105 USA,Application Security; Dynamic Application Security Testing (DAST); Static Application Security Testing (SAST); Security Testing and Red Teaming,,,https://www.linkedin.com/company/cobalt_io,https://twitter.com/cobalt_io
Cogent Security,ESE-56,Early Stage Expo,"Cogent: Agentic AI for Exposure Management
Turn vulnerability findings into closed work. Cogent connects to your security tools, prioritizes what matters in your environment, and automates the investigation and coordination work that typically consumes your time; all while keeping humans in control.",https://www.cogent.com,"604 Mission Street, Fl. 6 San Francisco, CA 94105 USA",,,,https://www.linkedin.com/company/cogentsecurity/,https://x.com/cogent_security
Cognyte,S-0242,Exhibitor,"Cognyte empowers government and enterprise organizations with Actionable Intelligence for a Safer World™. Cognyte’s LUMINAR platform strengthens resilience against external threats, providing a unified solution for CTI, DRP and EASM use cases.",https://www.cognyte.com/,33 Maskit Street Herzliya 4673333 Israel,Threat Intelligence Platforms; User and Entity Behavior Analytics (UEBA); Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Threat Intelligence Services & Feed; Adversary Mapping; Indicators of Compromise (IOC) Management; Attack Surface Management; Threat Detection and Intelligence,,,https://www.linkedin.com/company/cognyte,https://x.com/Cognyte
Cohesity,N-6271,Silver,"Cohesity is the leader in AI-powered data security. Over 13,600 enterprise customers, including nearly 70% of the Global 500, rely on Cohesity to strengthen their resilience while providing Gen AI insights into their vast amounts of data.",https://www.cohesity.com/,2625 Augustine Dr Santa Clara CA 95054 USA,Cloud Security; Data Security; Data Classification; Threat Intelligence Platforms; Data Privacy; Threat Intelligence Platform; Anomaly Detection; Threat Hunting Tools; Cloud Data Security; Threat Detection and Intelligence; Systems Integrator/Consulting Firm,,,https://www.linkedin.com/company/cohesity/,https://x.com/cohesity
ColorTokens,S-1933,Bronze,"ColorTokens, a premier enterprise microsegmentation provider, helps organizations become breach ready by stopping ransomware & malware from spreading laterally. Recognized as a Leader in the Forrester Wave™: Microsegmentation Solutions 2024, its Xshield™ platform strengthens security and continuity.",https://colortokens.com,3590 North First St Suite 320 San Jose CA 95134 USA,"OT, Physical and IoT Security; Threat Detection and Intelligence; Network Security",,,https://www.linkedin.com/company/colortokens,https://x.com/colortokensinc
Command the Corner.          Claim the Robot.,Carousel Corner at Howard & 4th Streets,Sponsored Experience,Swing by the Veeam corner at 4th & Howard or Booth S-427 to see what it takes to walk away with your own Unitree G1 humanoid robot. Not into robots? Grab astronaut ice cream and get the inside track on Agent Commander.,http://www.veeam.com,Linderstrasse 16 6340 Baar Switzerland,Carousel Corner at Howard & 4th Streets; Outside Moscone,,,,
Commvault,"S-0634, MRS-106",Gold,"Commvault is a leader in unified resilience at enterprise scale. In a constantly evolving threat landscape, Commvault keeps customers ready by unifying data security, identity resilience, and cyber recovery, on one cloud-native, AI-enabled platform.",www.commvault.com,1 Commvault Way Tinton Falls NJ 07724 USA,Cloud Security; Data Security; Data Classification; Data Masking / Obfuscation; Data Privacy; Encryption; Anomaly Detection; Threat Hunting Tools; Deception Technologies; Post Quantum Cryptography; Cloud Data Security; Security for AI; Security Operations; Threat Detection and Intelligence,,,https://www.linkedin.com/company/commvault,https://x.com/commvault
Conceal,S-2363,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Conceal reshapes Zero Trust access and browser security by shifting decisions to the browser, where work happens. Organizations replace VPNs, VDIs, and proxies, reducing risk and complexity, optimizing spend, and improving the user experience.",www.conceal.io,1 10th Street Suite 480 Augusta GA 30901 USA,Cloud Security; Cloud Access Security Broker (CASB); Virtualization / Containerization / Segmentation; Network Security,,864-492-6269,https://www.linkedin.com/company/conceal/,https://x.com/ConcealCyber
Concentric AI,S-0349,Exhibitor,"Concentric AI is intelligent data security made easy, delivering data discovery, continuous risk monitoring, remediation, compliance, and investigation in one powerful, automated platform.",https://www.concentric.ai,3031 Tisch Way Ste 306 San Jose CA 95128 USA,Data Security; Data Loss Prevention (DLP); Data Classification; Data Centric Security; Data Privacy; Security for AI,,,https://www.linkedin.com/company/concentricinc/,
Confidencial,S-0667,Exhibitor,"Confidencial is a data security platform that protects sensitive, unstructured data across cloud and AI workflows. With patented selective encryption, built-in auditability, and zero-trust controls, Confidencial safeguards what matters most.",https://www.confidencial.io/,333 Ravenswood Ave Menlo Park CA 94025 USA,Data Security; Data Encryption / Tokenization; DLP; Secure File Transfer; Security for AI,,,https://www.linkedin.com/company/confidencial-inc,
Corelight,N-5683,Silver,"Corelight transforms network and cloud activity into evidence so that data-first defenders can stay ahead of ever-changing attacks. Delivered by our Open NDR Platform, Corelight’s comprehensive, correlated evidence gives you unparalleled visibility into your network.",www.corelight.com,558 Market Street PMB 77799 San Francisco CA 94104 USA,Cloud Security; Data Security; Data Loss Prevention (DLP); Data Centric Security; Cloud Workload Protection Platform (CWPP); Cloud Infrastructure; Anomaly Detection; Threat Hunting Tools; Indicators of Compromise (IOC) Management; Digital Forensics and Incident Response (DFIR); Database Activity Monitoring (DAM); Cloud Data Security; Security Operations; Threat Detection and Intelligence,,,linkedin.com/company/corelight/,https://x.com/corelight_inc
Cotool,ESE-53,Early Stage Expo,"Cotool is an AI Security Operations platform that scales detection, response, and threat hunting beyond headcount. Cotool helps detect what static rules cannot, automate response from any alert sources, and makes threat intelligence actionable.",cotool.ai,22130 Bay Street San Francisco CA 94123 USA,Security Operations,,4155168731,https://www.linkedin.com/company/cotool-ai,https://x.com/cotoolai
Cracken,N-6546,Exhibitor,"<b><font color=""#a6ce39"">First-Time Exhibitor</font></b><br>Cracken is the world’s first Uncensored Vibe Hacking platform for safe, AI-driven, adversarial-grade, proactive cybersecurity.  Built by cyber warfare-experienced operators and AI researchers, deployed by the world's most critical global enterprises.",https://cracken.ai/,3790 El Camino Real Unit #500 Palo Alto CA 94306 USA,Attack Surface Management; Security Testing and Red Teaming,acc@cracken.ai,,https://www.linkedin.com/company/crackenagi,https://x.com/crackenagi
Cribl,N-6353,Silver,"Cribl is the Data Engine for IT and Security, helping enterprises unlock the value of all their data. Vendor-agnostic and purpose-built, Cribl collects from any source, processes data at scale, optimizes storage, and enables analysis anywhere.",https://cribl.io/,22 4th Street Suite 1300 San Francisco CA 94103 USA,Data Security; Data Classification; Data Masking / Obfuscation; Data Privacy; Encryption; Monitoring and Observability,,,https://www.linkedin.com/company/cribl/,https://x.com/cribl_io/
Criminal IP,N-6555,Exhibitor,"Criminal IP empowers teams with AI-driven threat intelligence and asset visibility, enabling proactive detection of malicious IPs, domains, and C2s while seamlessly integrating into workflows for automated, threat-informed defense.",https://www.criminalip.io/,"7, Yeonmujang 5ga-gil Seongdong-gu 701ho Seoul 4782 South Korea",Threat Intelligence Platforms; Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Threat Hunting Tools; Indicators of Compromise (IOC) Management; Attack Surface Management; Threat Detection and Intelligence,,,https://www.linkedin.com/company/aispera/,https://x.com/CriminalIP_US
Crogl,S-0664,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Crogl's AI Knowledge Engine lets SOCs search and analyze security data in place—across any source, format, or query language—without normalization. Built with privacy in mind, it augments analysts by automating investigations instantly.",https://www.crogl.com/,817 Salamanca Street NW Los Ranchos NM 87107 USA,Threat Intelligence Platforms; Threat Intelligence Platform; Threat Hunting Tools; Threat Detection and Intelligence,,,https://www.linkedin.com/company/crogl/,
Crosshub,S-1755,International Pavilion - Korea,"Crosshub is an AI-driven cybersecurity leader and CES 2026 Best of Innovation winner. ISO-certified and globally active, we provide premier digital identity and data privacy solutions for organizations worldwide.",https://idblock.ai,"17F, O2 Tower, 83 Uisadang-daero Yeongdeungpo-gu Seoul 7325 Korea","Fraud Prevention / Transaction Security; OT, Physical and IoT Security",,,linkedin.com/company/crosshubkr/,
CrowdStrike,N-5845,Diamond Plus,"CrowdStrike, has redefined modern security with the world’s most advanced cloud-native platform for protecting critical areas of enterprise risk – endpoints and cloud workloads, identity and data. CrowdStrike: We stop breaches.",https://www.crowdstrike.com,150 Mathilda Place Suite 300 Sunnyvale CA 94086 USA,Application Security; Cloud Security; Data Security; Identity and Access Management (IAM); Risk Management and Compliance; Managed Security Services; Security Operations and Incident Response; Endpoint Security; Security for AI; Threat Detection and Intelligence,,,https://www.linkedin.com/company/crowdstrike/,https://x.com/crowdstrike
cside,S-0238,Exhibitor,"The web security company built natively on browser signals, not network packets like a firewall
The platform for browser-side intelligence
Client-side script monitoring, AI agents and VPN detection, Fingerprints, Fraud signals, chargeback evidence",cside.com,1111B S Governors Ave. Ste 7601 Dover DE 19904 USA,Application Security; Fraud Prevention / Transaction Security; Client-Side Security; Runtime Application Self-Protection (RASP),,707-602-7433,https://www.linkedin.com/company/csidedev,https://x.com/csideai
Cy4Data Labs,S-0760,Exhibitor,"Cy4Data Labs changes what security protects. Using Atomic-Level Encryption, we protect data from the inside out, stop insider misuse in milliseconds, and deliver security that doesn’t slow systems or disrupt how teams work.",www.cy4datalabs.com,10808 S River Front Pkwy Suite 470 South Jordan UT 84095 USA,Data Security; Data Loss Prevention (DLP); Data Encryption / Tokenization; Data Masking / Obfuscation; Data Centric Security; DLP; Encryption; Database Activity Monitoring (DAM); Post Quantum Cryptography; Security for AI,,,https://www.linkedin.com/company/cy4data-labs/,
Cyata,ESE-23,Early Stage Expo,"Cyata is the control plane for agentic identity - a posture-first platform enabling organizations to discover, explain, and control every AI agent across all environments with adaptive guardrails, context-aware access, and preemptive security.",cyata.ai,11921 Freedom Drive Suite 550 Reston VA 20190 USA,Security for AI,,,https://www.linkedin.com/company/cyata,https://x.com/TeamCyata
Cyber Sierra,S-1945,International Pavilion - Singapore,"Cyber Sierra provides AI Analysts for cybersecurity operations and compliance. Teams use Cyber Sierra's AI Analysts for controls monitoring, vendor reviews, vulnerability management, and regulatory documentation, to complete days of work in minutes.",www.cybersierra.co,21 Tan Quee Lan Street #02-04 Heritage Place Singapore 188108 SG,"Governance, Risk, and Compliance (GRC); Supply Chain Security",,,linkedin.com/company/cybersierra,
CYBERANI,S-0848,International Pavilion - Saudi Arabia,"<b>Protecting Cyberspace</b><br>
At Cyberani, we are dedicated to safeguarding the digital frontiers of industry leaders and government agencies. Founded with the vision to set the standard for cyber resilience, our mission is crystal clear: to ensure steady protection for our client assets and operations with next-generation preventive and responsive cybersecurity services. We are committed to delivering next-generation cybersecurity services that ensure steady protection and regulatory compliance for industry leaders and government authorities alike. <br>Cyberani offers a comprehensive suite of proactive and reactive services to prevent, detect, and mitigate cybersecurity threats. Leveraging AI-powered tools and the deep expertise of our cybersecurity professionals, we provide both proactive and reactive services tailored to the unique needs of our clients, ensuring a resilient IT ecosystem and robust cyber readiness. We strive to ensure a secure digital future where our clients can operate with confidence, knowing their assets and operations are shielded from cyberattacks.",https://cyberani.sa/,"King Abdullah Financial District (KAFD) Building 1.15, Al Aqaria Plaza Riyadh13519 Saudi Arabia",,,,,
CyberArk,N-5145,Silver,"CyberArk is the global leader in identity security, trusted by organizations around the world to secure human and machine identities in the modern enterprise. CyberArk’s AI-powered Identity Security Platform applies intelligent privilege controls to every identity with continuous threat prevention, detection and response across the identity lifecycle.",www.cyberark.com,60 Wells Avenue Suite 103 Newton MA 02459 USA,,,,https://www.linkedin.com/company/cyber-ark-software,https://x.com/CyberArk
Cyberhaven,S-1355,Exhibitor,"Cyberhaven reimagines DLP and Insider Threat by combining content inspection with context from data lineage to deliver smarter, faster, and easier protection.",https://cyberhaven.com,"2261 Market Street, STE 86304 San Francisco CA 94114 USA",Data Security; Data Loss Prevention (DLP); Data Classification; Data Centric Security; Data Privacy,,,https://www.linkedin.com/company/cyberhaven/,https://x.com/cyberhaveninc
CyberSG TIG Collaboration Centre and SGTech (Singapore Pavilion),S-1945,International Pavilion - Singapore,"The CyberSG TIG Collaboration Centre, established by Cyber Security Agency of Singapore (CSA), in partnership with National University of Singapore (NUS), will play a key role in achieving a comprehensive approach to ecosystem development which consolidates and enhances CSA’s existing talent and innovation initiatives.  

SGTech is the leading trade association for Singapore's tech industry. Representing over 1,400 member companies ranging from top MNCs, large local enterprises, vibrant SMEs, and innovative startups, it is the largest community in Singapore where companies converge to advocate for change and drive what enables tech innovation and accelerates tech adoption to spur greater sustainability in the sector.",https://tig.cybersg.sg/,71 Ayer Rajah Crescent #02-18 Singapore 139951 Singapore,,,,https://www.linkedin.com/company/cybersg-tig-collaboration-centre,
Cyble,N-4401,Exhibitor,"Cyble empowers organizations to stay ahead of threats with cutting-edge AI-Native cyber intelligence, dark web monitoring, and real-time risk insights — enabling proactive defense and smarter security decisions.",https://www.cyble.com,10080 North Wolfe Road Suite SW3-200 Cupertino CA 95014 USA,Threat Intelligence Platforms; User and Entity Behavior Analytics (UEBA); Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Threat Intelligence Services & Feed; Anomaly Detection; Threat Hunting Tools; Adversary Mapping; Indicators of Compromise (IOC) Management; Attack Surface Management; Threat Detection and Intelligence,,,https://www.linkedin.com/company/cyble-global/,https://twitter.com/cybleglobal
Cycode,S-2353,Exhibitor,"Cycode’s AI-Native Application Security Platform unites security and development teams with actionable context from code to runtime to identify, prioritize, and fix the software risks that matter.",https://cycode.com/,181 Metro Drive Suite 410 San Jose CA 95110 USA,Application Security; AI Remediation; Application Security Posture Management (ASPM); Code Signing; Container Security; Developer Security Training; Secrets Management; Software Composition Analysis (SCA); Static Application Security Testing (SAST); Supply Chain Security,,,https://www.linkedin.com/company/cycode,https://x.com/CycodeHQ
CyCraft Technology,S-1561,International Pavilion - Taiwan,"A leading AI cyber security company, dedicated to automating cybersecurity with AI technology. With proven records in government, finance, high-tech semiconductor, other industries, and strong recognition from international institutions.",https://www.cycraft.com/en,6F. No. 3 Yuandong Rd. Banqiao Dist. New Taipei City 220 Taiwan (R.O.C.) Taiwan,Endpoint Detection & Response; Endpoint Security; Endpoint Detection and Response (EDR); Managed Detection and Response (MDR); Attack Surface Management,,,https://www.linkedin.com/company/cycraft,https://x.com/cycraft_corp
Cyderes,N-6179,Exhibitor,"At Cyderes, we specialize in building practical Identity & Access Management (IAM), Managed Detection & Response (MDR), Exposure Management, and risk programs to block and stop threats, fast.",www.cyderes.com,13323 Holmes Rd Kansas City MO 64145 USA,Identity and Access Management (IAM); Security Operations,paiger.roderick@cyderes.com,978-846-2171,https://www.linkedin.com/company/cyderes,https://x.com/Cyderes
CYE,N-4208,Exhibitor,"Cye combines an AI-native exposure management platform with expert augmentation to help organizations understand true exposure and prioritize ROI-led mitigation. With financial clarity and partnership, Cye enables confident cyber-risk decisions.",https://cyesec.com,1007 N Orange St. Floor 10 Wilmingon DE 19801 USA,Attack Surface Management; Security for AI,,,https://www.linkedin.com/company/cyesec,
Cyemptive,S-0954,International Pavilion - Netherlands,"Founded in 2014, we are disruptive cyber security innovators. Our first-to-market Preemptive Cyber Defence technology, CyberSlice®, defeats known and unknown zero-day attacks in seconds—protecting critical infrastructure and enterprises.",https://www.cyemptive.com/,Wilhelmina van Pruisenweg 104 2595 AN The Hague Netherlands,Data Security; Endpoint Security,,,https://www.linkedin.com/cyemptive,
Cyera,S-0654,Exhibitor,"Data is the fastest growing attack surface in the world. Cyera is a pioneer in the data security space that empowers security leaders to discover their data attack surface, control the use of data, monitor, detect, and quickly remediate risk.",cyera.io,500 7th Ave New York NY 10018 USA,Data Security; Data Loss Prevention (DLP); Data Classification; Data Centric Security; Data Privacy; Security for AI,,,https://www.linkedin.com/company/cyera/,https://x.com/cyera_io
CYJAX,S-2361,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>CYJAX is a cyber threat intelligence company that turns complex threat data into clear, actionable insight. Combining advanced technology with expert analysis, it helps organisations detect, understand, and respond to cyber risk faster.",https://www.cyjax.com/,Spaces - Victoria Pimlico SW1V-1LW United Kingdom,Fraud Prevention / Transaction Security; Threat Intelligence Platforms; Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Threat Hunting Tools; Indicators of Compromise (IOC) Management; Threat Detection and Intelligence,,,,
